step,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/beta,train/fitness_score,train/mean_episodic_Re3_reward,train/mean_evaluation_length,train/mean_evaluation_reward,train/real_mean_ep_len,train/explained_variance,train/is_line_search_success,train/kl_divergence_loss,train/learning_rate,train/policy_objective,train/std,train/value_loss
1835008,1419.3800048828125,125.53539276123047,2588.0,1.5246853828430176,217.7061309814453,34.175228118896484,1600.0,243.1614227294922,1556.570556640625,0.9164344072341919,1.0,0.004068799316883087,0.0010000000474974513,0.010786745697259903,0.628585159778595,2.318927049636841
1900544,1479.5899658203125,142.86532592773438,2586.0,1.5094386339187622,227.80270385742188,32.694759368896484,1600.0,245.5711212158203,1590.409912109375,0.8308644890785217,1.0,0.007068072445690632,0.0010000000474974513,0.014155738055706024,0.6189837455749512,0.5013571977615356
1966080,1428.3900146484375,144.59893798828125,2584.0,1.4943442344665527,216.67681884765625,34.1768913269043,1538.68994140625,228.50128173828125,1524.0301513671875,0.93327796459198,1.0,0.0057664127089083195,0.0010000000474974513,0.00936777051538229,0.6142736673355103,2.1749267578125
2031616,1356.9100341796875,133.77976989746094,2582.0,1.4794007539749146,210.80104064941406,34.366050720214844,1585.0,247.892333984375,1484.0059814453125,0.9451722502708435,1.0,0.00542360357940197,0.0010000000474974513,0.009796693921089172,0.5972195267677307,3.327049493789673
2097152,1424.8800048828125,156.0324249267578,2581.0,1.464606761932373,235.61399841308594,31.344886779785156,1600.0,249.02183532714844,1572.1180419921875,0.8882002830505371,1.0,0.005443869158625603,0.0010000000474974513,0.011124095879495144,0.5798519849777222,1.0963482856750488
2162688,1478.719970703125,169.8624267578125,2579.0,1.449960708618164,230.08863830566406,30.712421417236328,1599.969970703125,250.12429809570312,1559.81591796875,0.9346583485603333,1.0,0.006411869544535875,0.0010000000474974513,0.009789098985493183,0.5677223205566406,2.121248483657837
2228224,1510.3900146484375,183.60218811035156,2578.0,1.4354610443115234,240.63743591308594,29.154016494750977,1591.3199462890625,245.40353393554688,1593.96875,0.928473711013794,1.0,0.006300704553723335,0.0010000000474974513,0.010966476984322071,0.5533705949783325,0.9826264977455139
2293760,1516.7099609375,190.48683166503906,2575.0,1.4211064577102661,239.92160034179688,28.532115936279297,1595.6099853515625,255.46815490722656,1589.449951171875,0.9440874457359314,1.0,0.005769866518676281,0.0010000000474974513,0.009541754610836506,0.5346274375915527,0.39375534653663635
2359296,1518.68994140625,197.99598693847656,2573.0,1.406895399093628,241.0163116455078,28.52171516418457,1454.199951171875,215.64535522460938,1566.331298828125,0.9249401688575745,1.0,0.005775099154561758,0.0010000000474974513,0.009726468473672867,0.5326855778694153,1.7969220876693726
2424832,1450.3599853515625,188.1554718017578,2572.0,1.3928264379501343,222.77493286132812,30.833953857421875,1560.6600341796875,246.81607055664062,1426.169677734375,0.9436744451522827,1.0,0.006320443004369736,0.0010000000474974513,0.011818516068160534,0.5341705083847046,2.167250871658325
2490368,1472.5400390625,196.88389587402344,2571.0,1.3788981437683105,253.1185302734375,28.519453048706055,1595.9100341796875,254.12680053710938,1555.1922607421875,0.856271505355835,1.0,0.005769099108874798,0.0010000000474974513,0.009917465969920158,0.5192812085151672,1.534957766532898
2555904,1530.25,211.5066375732422,2569.0,1.3651092052459717,247.00100708007812,27.567707061767578,1583.1400146484375,262.1293029785156,1588.1925048828125,0.940356433391571,1.0,0.006421595811843872,0.0010000000474974513,0.013156594708561897,0.5063698291778564,0.5085061192512512
2621440,1532.1300048828125,213.55084228515625,2568.0,1.3514580726623535,257.1427917480469,27.552751541137695,1547.0999755859375,263.48297119140625,1570.29931640625,0.9540250301361084,1.0,0.00649224640801549,0.0010000000474974513,0.010926414281129837,0.49594324827194214,0.605384886264801
2686976,1503.31005859375,206.16261291503906,2567.0,1.3379435539245605,273.69403076171875,28.690771102905273,1502.8599853515625,257.802001953125,1529.6756591796875,0.9436477422714233,1.0,0.006229239981621504,0.0010000000474974513,0.01258324459195137,0.4865109324455261,1.9193124771118164
2752512,1492.0899658203125,203.38900756835938,2566.0,1.3245640993118286,256.4117736816406,29.052940368652344,1508.9599609375,264.2320861816406,1503.1005859375,0.9281332492828369,1.0,0.005760185420513153,0.0010000000474974513,0.009227016940712929,0.4777670204639435,2.934429883956909
2818048,1517.2900390625,213.0407257080078,2564.0,1.3113183975219727,278.5490417480469,28.22567367553711,1507.8800048828125,271.860107421875,1528.218505859375,0.3869759440422058,1.0,0.005855380091816187,0.0010000000474974513,0.012471331283450127,0.47341296076774597,0.7524818778038025
2883584,1541.02001953125,224.34317016601562,2564.0,1.2982052564620972,296.00933837890625,28.46627426147461,1479.4100341796875,275.8215026855469,1523.923095703125,0.9057432413101196,1.0,0.006269544828683138,0.0010000000474974513,0.01130497083067894,0.4656496047973633,0.5606880784034729
2949120,1554.1400146484375,235.8783416748047,2564.0,1.2852232456207275,271.6205139160156,28.84140396118164,1445.1300048828125,277.7702941894531,1493.142822265625,0.906008243560791,1.0,0.006403787527233362,0.0010000000474974513,0.010633513331413269,0.4581209421157837,0.931093156337738
3014656,1570.1600341796875,245.4525909423828,2564.0,1.2723709344863892,308.213623046875,29.428796768188477,1427.6500244140625,279.82159423828125,1474.87939453125,0.7583925724029541,1.0,0.00686127133667469,0.0010000000474974513,0.011267359368503094,0.450799822807312,0.9838646054267883
3080192,1543.1099853515625,248.6014862060547,2564.0,1.259647250175476,286.2125549316406,30.273046493530273,1362.989990234375,273.9909362792969,1442.7337646484375,0.891560971736908,1.0,0.006554911844432354,0.0010000000474974513,0.010769886896014214,0.44479140639305115,1.3729478120803833
3145728,1497.4000244140625,245.74554443359375,2565.0,1.2470507621765137,287.9896545410156,31.077653884887695,1288.199951171875,254.3146514892578,1384.256591796875,0.8949552178382874,1.0,0.006288004107773304,0.0010000000474974513,0.01190844364464283,0.4395310878753662,2.0498974323272705
3211264,1467.1099853515625,248.44952392578125,2565.0,1.2345802783966064,285.298583984375,32.03093338012695,1352.489990234375,282.3248596191406,1325.0330810546875,0.8547996878623962,1.0,0.007599213160574436,0.0010000000474974513,0.010907353833317757,0.428153932094574,1.5424569845199585
3276800,1444.6099853515625,250.43800354003906,2565.0,1.2222344875335693,302.7564697265625,30.54998779296875,1335.9599609375,281.966064453125,1370.9864501953125,0.8594750165939331,1.0,0.006601823028177023,0.0010000000474974513,0.012688729912042618,0.4269026517868042,1.88056480884552
3342336,1439.300048828125,255.38214111328125,2566.0,1.2100120782852173,284.2252197265625,30.594043731689453,1330.56005859375,283.2168884277344,1353.783447265625,0.8234232068061829,1.0,0.006303414702415466,0.0010000000474974513,0.011620428413152695,0.42329663038253784,1.8008174896240234
3407872,1422.280029296875,253.19813537597656,2567.0,1.1979119777679443,283.03460693359375,30.559335708618164,1344.27001953125,283.07110595703125,1352.310546875,0.8663017153739929,1.0,0.007028509862720966,0.0010000000474974513,0.010480680502951145,0.4093535244464874,1.9003862142562866
3473408,1423.9300537109375,257.63226318359375,2567.0,1.1859328746795654,282.60357666015625,29.538711547851562,1326.550048828125,283.1700744628906,1361.57861328125,0.5548181533813477,1.0,0.007146006915718317,0.0010000000474974513,0.010584007948637009,0.3950943946838379,1.865229845046997
3538944,1419.1800537109375,261.4620056152344,2567.0,1.174073576927185,281.68560791015625,28.980976104736328,1323.52001953125,281.9264221191406,1336.293701171875,0.8274714350700378,1.0,0.006663038861006498,0.0010000000474974513,0.009542496874928474,0.3895937502384186,1.791229486465454
3604480,1406.8399658203125,265.4839172363281,2567.0,1.1623327732086182,285.49163818359375,28.20596694946289,1310.280029296875,278.6937561035156,1336.9490966796875,0.7195329666137695,1.0,0.007859558798372746,0.0010000000474974513,0.011736450716853142,0.373819500207901,1.8008681535720825
3670016,1388.6700439453125,267.3164978027344,2568.0,1.1507095098495483,288.489501953125,28.42592430114746,1304.3900146484375,279.77886962890625,1326.6129150390625,0.7095619440078735,1.0,0.007622205652296543,0.0010000000474974513,0.011643979698419571,0.3633939027786255,1.8035413026809692
3735552,1372.8599853515625,268.5946960449219,2569.0,1.139202356338501,282.5290832519531,28.206462860107422,1317.9000244140625,284.8902282714844,1312.7861328125,0.8214881420135498,1.0,0.0073695979081094265,0.0010000000474974513,0.01524883508682251,0.3590952157974243,2.026015281677246
3801088,1352.1500244140625,266.4567565917969,2570.0,1.1278103590011597,286.108154296875,27.939733505249023,1311.8900146484375,285.9309387207031,1320.4556884765625,0.6116746068000793,1.0,0.008740358054637909,0.0010000000474974513,0.010994654148817062,0.35892075300216675,2.1105971336364746
3866624,1325.4599609375,258.4698791503906,2570.0,1.116532325744629,289.96917724609375,28.60041618347168,1301.739990234375,283.56536865234375,1304.33544921875,0.8822422623634338,1.0,0.006259167566895485,0.0010000000474974513,0.013963378965854645,0.35736992955207825,2.424851417541504
3932160,1325.8199462890625,259.1386413574219,2570.0,1.1053669452667236,302.38201904296875,27.88715171813965,1270.989990234375,275.0987548828125,1316.5333251953125,0.709455132484436,1.0,0.006517371162772179,0.0010000000474974513,0.009840471670031548,0.34961050748825073,1.9029074907302856
3997696,1325.969970703125,260.7527160644531,2571.0,1.0943132638931274,287.858154296875,28.343524932861328,1292.5999755859375,286.09710693359375,1287.0321044921875,0.8068379163742065,1.0,0.007064901292324066,0.0010000000474974513,0.013600613921880722,0.3460003137588501,2.022052049636841
4063232,1322.949951171875,264.64422607421875,2572.0,1.0833702087402344,291.99334716796875,27.816492080688477,1294.47998046875,285.36859130859375,1283.3226318359375,0.8585069179534912,1.0,0.0068489969708025455,0.0010000000474974513,0.011046653613448143,0.3473260700702667,2.267681121826172
4128768,1311.3199462890625,262.66546630859375,2573.0,1.0725364685058594,283.22332763671875,27.381132125854492,1299.1199951171875,289.4118347167969,1301.0745849609375,0.8926805853843689,1.0,0.006575916428118944,0.0010000000474974513,0.010986302979290485,0.3458353281021118,2.3899319171905518
4194304,1321.0,266.1429138183594,2574.0,1.061811089515686,296.3370361328125,26.96062660217285,1282.3800048828125,282.8106689453125,1307.2645263671875,0.6938869953155518,1.0,0.0072518582455813885,0.0010000000474974513,0.015027495101094246,0.34015798568725586,2.0282301902770996
4259840,1318.8399658203125,266.4538879394531,2575.0,1.0511929988861084,301.1515197753906,26.358264923095703,1301.6700439453125,288.8240661621094,1296.6953125,0.7331881523132324,1.0,0.007657515350729227,0.0010000000474974513,0.011264801025390625,0.33828258514404297,1.9931458234786987
4325376,1336.8900146484375,275.6901550292969,2575.0,1.040681004524231,296.0217590332031,25.662324905395508,1289.8499755859375,285.4057922363281,1300.6258544921875,0.8148699402809143,1.0,0.007012662477791309,0.0010000000474974513,0.010257299989461899,0.32974153757095337,2.0375261306762695
4390912,1332.5400390625,276.0810241699219,2576.0,1.0302742719650269,289.06951904296875,25.389461517333984,1302.3199462890625,286.9678955078125,1302.1761474609375,0.7166825532913208,1.0,0.007623463869094849,0.0010000000474974513,0.013085789978504181,0.325279176235199,2.0513393878936768
4456448,1328.8399658203125,276.6442565917969,2576.0,1.019971489906311,305.2709045410156,25.183805465698242,1286.9599609375,290.7111511230469,1308.739990234375,0.7130985260009766,1.0,0.007464305497705936,0.0010000000474974513,0.01247655414044857,0.3144593834877014,2.04516863822937
4521984,1319.760009765625,275.7082824707031,2577.0,1.0097718238830566,296.9842224121094,25.34122085571289,1287.9599609375,291.4355163574219,1285.94873046875,0.8513193130493164,1.0,0.006747374776750803,0.0010000000474974513,0.012951066717505455,0.3128740191459656,2.1950838565826416
4587520,1292.6600341796875,269.1478576660156,2577.0,0.9996740818023682,294.8328857421875,25.167280197143555,1287.72998046875,291.5307922363281,1281.2802734375,0.8808414340019226,1.0,0.007016162853688002,0.0010000000474974513,0.01062608603388071,0.3045240044593811,2.171213388442993
4653056,1238.5,254.00430297851562,2577.0,0.9896773099899292,283.30633544921875,25.221221923828125,1280.739990234375,290.0115661621094,1256.8221435546875,0.9054695963859558,1.0,0.00726719293743372,0.0010000000474974513,0.014964908361434937,0.30128300189971924,2.7524044513702393
4718592,1233.0699462890625,253.03927612304688,2578.0,0.9797805547714233,294.1650695800781,24.07318687438965,1271.2099609375,288.40533447265625,1282.608642578125,0.7692103385925293,1.0,0.0070737809874117374,0.0010000000474974513,0.01067773811519146,0.302562415599823,2.3993895053863525
4784128,1262.2900390625,264.5898742675781,2579.0,0.9699827432632446,303.7797546386719,23.652528762817383,1270.010009765625,285.0987854003906,1282.8223876953125,0.6965885758399963,1.0,0.007741187699139118,0.0010000000474974513,0.011164071038365364,0.2982494831085205,2.301527500152588
4849664,1282.47998046875,270.7720031738281,2579.0,0.9602829217910767,298.0458679199219,23.485803604125977,1286.6600341796875,290.99786376953125,1278.91552734375,0.7993766069412231,1.0,0.006988337263464928,0.0010000000474974513,0.012707104906439781,0.2914977967739105,2.128056287765503
4915200,1297.02001953125,276.2637023925781,2579.0,0.9506800770759583,296.294189453125,22.716327667236328,1283.530029296875,291.77191162109375,1286.30126953125,0.8222229480743408,1.0,0.007770786061882973,0.0010000000474974513,0.013211939483880997,0.29312148690223694,2.2817442417144775
4980736,1284.5899658203125,274.00018310546875,2579.0,0.941173255443573,293.111572265625,23.436290740966797,1271.0699462890625,287.7779235839844,1275.6981201171875,0.8432401418685913,1.0,0.007658265996724367,0.0010000000474974513,0.0124918008223176,0.29116135835647583,2.4993207454681396
5046272,1257.4300537109375,267.7466125488281,2580.0,0.9317615628242493,299.1646423339844,23.47865104675293,1251.6300048828125,281.03302001953125,1261.9739990234375,0.8898340463638306,1.0,0.007389942184090614,0.0010000000474974513,0.013361573219299316,0.2865295708179474,3.052675724029541
5111808,1250.030029296875,268.6500549316406,2580.0,0.9224439263343811,292.5961608886719,22.893348693847656,1259.6500244140625,293.5941467285156,1257.6138916015625,0.7730356454849243,1.0,0.007429101970046759,0.0010000000474974513,0.01884663850069046,0.28615710139274597,2.959519624710083
5177344,1229.1099853515625,264.2020263671875,2581.0,0.9132195115089417,324.1107177734375,23.26939582824707,1251.8399658203125,292.7533264160156,1240.5035400390625,0.8831158876419067,1.0,0.007434288039803505,0.0010000000474974513,0.019441556185483932,0.2825309634208679,3.5149478912353516
5242880,1232.8699951171875,266.1600341796875,2582.0,0.9040873050689697,290.7056884765625,23.04733657836914,1257.22998046875,294.3787841796875,1247.987548828125,0.8570543527603149,1.0,0.008058462291955948,0.0010000000474974513,0.01054299995303154,0.2799879312515259,2.843909740447998
5308416,1215.300048828125,261.0793762207031,2583.0,0.8950464129447937,289.39910888671875,22.87409782409668,1256.780029296875,294.4302978515625,1239.2392578125,0.8966795206069946,1.0,0.008187697269022465,0.0010000000474974513,0.013353003188967705,0.2789774239063263,2.975254535675049
5373952,1227.969970703125,266.1961669921875,2583.0,0.8860959410667419,303.7188415527344,22.725099563598633,1252.81005859375,294.28668212890625,1258.1558837890625,0.7162027359008789,1.0,0.007952683605253696,0.0010000000474974513,0.016217635944485664,0.2844010591506958,3.397062301635742
5439488,1231.3399658203125,270.6258850097656,2584.0,0.8772349953651428,323.2569580078125,22.05821990966797,1251.280029296875,295.1753845214844,1256.0625,0.6839625835418701,1.0,0.008120686747133732,0.0010000000474974513,0.013660290278494358,0.2837958335876465,2.307560443878174
5505024,1237.75,271.6426086425781,2583.0,0.8684626817703247,314.23590087890625,22.539857864379883,1235.469970703125,293.5285339355469,1235.9864501953125,0.8934980034828186,1.0,0.00775214284658432,0.0010000000474974513,0.010510966181755066,0.2798265516757965,2.5251612663269043
5570560,1238.699951171875,274.17364501953125,2584.0,0.8597780466079712,307.66485595703125,22.50494384765625,1254.27001953125,295.7980651855469,1236.8692626953125,0.8171108961105347,1.0,0.007986588403582573,0.0010000000474974513,0.013321027159690857,0.2791999280452728,2.6102840900421143
5636096,1235.31005859375,273.45587158203125,2584.0,0.8511802554130554,302.50341796875,22.215002059936523,1235.699951171875,293.9393615722656,1252.1346435546875,0.8433219194412231,1.0,0.008003524504601955,0.0010000000474974513,0.012330802157521248,0.2756900191307068,2.784792184829712
5701632,1238.6099853515625,275.642822265625,2585.0,0.8426684737205505,296.26776123046875,22.22981834411621,1243.68994140625,297.9508972167969,1234.677001953125,0.8451924324035645,1.0,0.007677136454731226,0.0010000000474974513,0.013297844678163528,0.27299630641937256,2.8093531131744385
5767168,1236.5699462890625,274.7499694824219,2585.0,0.8342417478561401,304.20257568359375,21.736026763916016,1225.2900390625,294.99957275390625,1237.8839111328125,0.8049123287200928,1.0,0.00816555880010128,0.0010000000474974513,0.012928688898682594,0.2672213613986969,2.7321670055389404
5832704,1242.3299560546875,278.5414733886719,2586.0,0.8258993625640869,298.76446533203125,21.786224365234375,1215.6600341796875,292.4912414550781,1222.075927734375,0.8667209148406982,1.0,0.007291207555681467,0.0010000000474974513,0.01124967448413372,0.2613120675086975,3.0054800510406494
5898240,1216.72998046875,272.77166748046875,2586.0,0.8176403641700745,300.44378662109375,22.061155319213867,1209.5400390625,290.52154541015625,1203.7579345703125,0.9026486873626709,1.0,0.007969794794917107,0.0010000000474974513,0.011390900239348412,0.2559604048728943,3.8022310733795166
5963776,1202.6199951171875,269.90081787109375,2587.0,0.8094639182090759,293.8664245605469,21.95469093322754,1215.449951171875,299.2876281738281,1205.8271484375,0.8295187950134277,1.0,0.008301055058836937,0.0010000000474974513,0.012728938832879066,0.2515581548213959,4.150335788726807
6029312,1213.7099609375,277.8171691894531,2587.0,0.801369309425354,299.61602783203125,21.07785415649414,1213.3699951171875,296.5262756347656,1212.6937255859375,0.809737503528595,1.0,0.008231949992477894,0.0010000000474974513,0.012460040859878063,0.25037622451782227,2.769954204559326
6094848,1222.760009765625,279.9632873535156,2588.0,0.7933555841445923,299.81561279296875,21.12718963623047,1213.030029296875,295.4339904785156,1220.4312744140625,0.6518090963363647,1.0,0.008583839982748032,0.0010000000474974513,0.012749060057103634,0.24906863272190094,2.703657865524292
6160384,1222.219970703125,281.755859375,2588.0,0.7854220271110535,326.1712341308594,20.945995330810547,1218.3800048828125,298.7037353515625,1219.8690185546875,0.6638766527175903,1.0,0.008446949534118176,0.0010000000474974513,0.01194819062948227,0.2489287406206131,2.6941990852355957
6225920,1229.5400390625,284.43536376953125,2589.0,0.7775678634643555,307.42559814453125,20.82359504699707,1206.47998046875,296.2066345214844,1215.3226318359375,0.842442512512207,1.0,0.00811836402863264,0.0010000000474974513,0.013623767532408237,0.24549362063407898,2.730930805206299
6291456,1221.6800537109375,282.77117919921875,2589.0,0.7697921395301819,296.5672912597656,20.68982696533203,1201.0999755859375,300.7700500488281,1206.09375,0.8247406482696533,1.0,0.008139068260788918,0.0010000000474974513,0.011248009279370308,0.2454051971435547,3.0747172832489014
6356992,1211.4599609375,276.17901611328125,2590.0,0.762094259262085,300.1365051269531,20.705078125,1180.6300048828125,295.9805908203125,1204.0,0.9027794599533081,1.0,0.00867538247257471,0.0010000000474974513,0.012151499278843403,0.24524115025997162,2.931762933731079
6422528,1212.8299560546875,277.5987243652344,2590.0,0.7544732689857483,325.9185791015625,20.492238998413086,1187.97998046875,299.8747863769531,1189.7877197265625,0.8579510450363159,1.0,0.008258746936917305,0.0010000000474974513,0.014160807244479656,0.2401467114686966,2.9557101726531982
6488064,1212.1400146484375,278.8901062011719,2591.0,0.7469285726547241,304.1624755859375,20.207881927490234,1198.3299560546875,301.2319030761719,1194.8924560546875,0.7974920272827148,1.0,0.007887015119194984,0.0010000000474974513,0.011752900667488575,0.23862296342849731,2.6757493019104004
6553600,1217.530029296875,283.8185119628906,2591.0,0.7394592761993408,305.39111328125,20.22303581237793,1189.93994140625,299.0055847167969,1200.0252685546875,0.859766960144043,1.0,0.008519267663359642,0.0010000000474974513,0.014064296148717403,0.23985224962234497,2.892481565475464
6619136,1229.6700439453125,286.48089599609375,2592.0,0.7320646643638611,304.5985107421875,20.034395217895508,1192.72998046875,302.2158508300781,1199.6961669921875,0.6374850273132324,1.0,0.008362075313925743,0.0010000000474974513,0.011423863470554352,0.23922687768936157,2.7063474655151367
6684672,1223.0400390625,282.546630859375,2592.0,0.7247440218925476,302.1329345703125,19.570039749145508,1193.68994140625,297.8792724609375,1194.9437255859375,0.8692286014556885,1.0,0.008960088714957237,0.0010000000474974513,0.01263755839318037,0.24223731458187103,2.9732885360717773
6750208,1217.199951171875,282.1886901855469,2593.0,0.7174965739250183,301.0676574707031,19.265674591064453,1201.6500244140625,301.9160461425781,1197.3125,0.8222212791442871,1.0,0.008659524843096733,0.0010000000474974513,0.010559072718024254,0.23800469934940338,2.9989535808563232
